"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"1758",2012,"johnson_county",151174,139581,3918,27366,16328,14427,763,5579
"1759",2013,"johnson_county",152384,140944,3926,28288,17844,15531,1050,6084
"1760",2014,"johnson_county",153854,141830,3727,29353,18846,16389,801,7112
"1761",2015,"johnson_county",155450,142918,4003,30351,18392,16279,897,6781
"1762",2016,"johnson_county",157544,144430,4014,31135,18706,16627,797,6206
"1763",2017,"johnson_county",160173,146545,4580,32475,17201,15233,816,5470
"1764",2018,"johnson_county",163475,148605,5048,34048,16991,15356,671,5650
"1765",2005,"jones_county",19223,13606,2483,4461,1873,1065,190,836
"1766",2006,"jones_county",19223,13606,2483,4461,1873,1065,190,836
"1767",2007,"jones_county",19223,13606,2483,4461,1873,1065,190,836
"1768",2008,"jones_county",19223,13606,2483,4461,1873,1065,190,836
"1769",2009,"jones_county",19223,13606,2483,4461,1873,1065,190,836
"1770",2010,"jones_county",20157,14723,2405,4820,1795,1126,127,682
"1771",2011,"jones_county",20140,15666,2829,4898,1785,1352,205,596
"1772",2012,"jones_county",20137,15630,2885,5056,2235,1685,295,723
"1773",2013,"jones_county",20079,15843,2453,5123,2456,1994,179,774
"1774",2014,"jones_county",20092,15232,2855,5248,2389,1735,412,580
"1775",2015,"jones_county",19978,14476,3070,5313,2285,1648,362,589
"1776",2016,"jones_county",19944,13968,2930,5354,2151,1581,348,458
"1777",2017,"jones_county",19969,13638,2931,5424,2021,1455,249,548
"1778",2018,"jones_county",19891,13435,2944,5447,1802,1344,195,563
"1779",2005,"karnes_county",15060,10151,1625,7402,1693,1137,61,1209
"1780",2006,"karnes_county",15060,10151,1625,7402,1693,1137,61,1209
"1781",2007,"karnes_county",15060,10151,1625,7402,1693,1137,61,1209
"1782",2008,"karnes_county",15060,10151,1625,7402,1693,1137,61,1209
"1783",2009,"karnes_county",15060,10151,1625,7402,1693,1137,61,1209
"1784",2010,"karnes_county",14880,9882,1528,7214,1690,1080,10,1158
"1785",2011,"karnes_county",14873,9645,1388,7300,2393,1204,14,1950
"1786",2012,"karnes_county",14936,9405,1361,7466,2580,1106,0,2037
"1787",2013,"karnes_county",14916,9353,1370,7508,2657,1068,7,2136
"1788",2014,"karnes_county",14884,9195,1320,7589,2727,988,45,2171
"1789",2015,"karnes_county",14879,9462,1340,7659,3079,1114,164,2303
"1790",2016,"karnes_county",14984,9298,1370,7818,2936,1111,74,2185
"1791",2017,"karnes_county",15051,10357,1328,7965,2377,1107,147,1785
"1792",2018,"karnes_county",15387,11173,1230,8304,2348,1322,162,1791
"1793",2005,"kaufman_county",95993,78681,10118,15701,11341,8122,1923,3289
"1794",2006,"kaufman_county",95993,78681,10118,15701,11341,8122,1923,3289
"1795",2007,"kaufman_county",95993,78681,10118,15701,11341,8122,1923,3289
"1796",2008,"kaufman_county",95993,78681,10118,15701,11341,8122,1923,3289
"1797",2009,"kaufman_county",95993,78681,10118,15701,11341,8122,1923,3289
"1798",2010,"kaufman_county",98402,81731,10180,15855,11085,8155,1693,3013
"1799",2011,"kaufman_county",101197,84584,10132,16939,11741,8909,1851,3100
"1800",2012,"kaufman_county",103385,86514,10001,17768,12980,9825,1961,3994
"1801",2013,"kaufman_county",105220,87683,10042,18615,13757,10615,1740,4888
"1802",2014,"kaufman_county",107119,89556,10127,19544,14628,11516,1771,5495
"1803",2015,"kaufman_county",109289,90444,10412,20552,15016,11277,2034,5654
"1804",2016,"kaufman_county",111830,92578,11254,21428,15160,11590,1928,5665
"1805",2017,"kaufman_county",114852,94464,12061,22817,14073,10803,1722,5155
"1806",2018,"kaufman_county",118910,97516,12906,24531,15272,11505,2460,5239
"1807",2005,"kendall_county",31294,29364,299,6219,1773,1625,0,690
"1808",2006,"kendall_county",31294,29364,299,6219,1773,1625,0,690
"1809",2007,"kendall_county",31294,29364,299,6219,1773,1625,0,690
"1810",2008,"kendall_county",31294,29364,299,6219,1773,1625,0,690
"1811",2009,"kendall_county",31294,29364,299,6219,1773,1625,0,690
"1812",2010,"kendall_county",31515,29823,323,6242,2183,2111,0,903
"1813",2011,"kendall_county",32642,30629,419,6618,2875,2411,15,1460
"1814",2012,"kendall_county",33745,31885,155,6962,2645,2193,11,1565
"1815",2013,"kendall_county",34951,32973,170,7331,3205,2563,7,1964
"1816",2014,"kendall_county",36058,34076,250,7717,3323,2821,5,2101
"1817",2015,"kendall_county",37361,34518,331,8161,2862,1852,13,1615
"1818",2016,"kendall_county",39010,36296,324,8732,2363,1670,3,1044
"1819",2017,"kendall_county",40306,36644,317,9285,2255,1677,5,849
"1820",2018,"kendall_county",41982,37886,323,9894,2178,1560,7,827
"1821",2005,"kenedy_county",336,336,0,241,176,176,0,151
"1822",2006,"kenedy_county",336,336,0,241,176,176,0,151
"1823",2007,"kenedy_county",336,336,0,241,176,176,0,151
"1824",2008,"kenedy_county",336,336,0,241,176,176,0,151
"1825",2009,"kenedy_county",336,336,0,241,176,176,0,151
"1826",2010,"kenedy_county",241,235,6,151,36,36,0,12
"1827",2011,"kenedy_county",325,317,7,174,62,62,0,36
"1828",2012,"kenedy_county",451,438,12,337,128,128,0,117
"1829",2013,"kenedy_county",524,515,8,412,172,172,0,162
"1830",2014,"kenedy_county",528,508,9,385,138,138,0,133
"1831",2015,"kenedy_county",565,554,0,374,151,151,0,138
"1832",2016,"kenedy_county",558,543,0,397,127,127,0,110
"1833",2017,"kenedy_county",564,541,0,499,140,139,0,129
"1834",2018,"kenedy_county",595,573,0,522,42,41,0,30
"1835",2005,"kent_county",703,640,6,90,61,43,0,8
"1836",2006,"kent_county",703,640,6,90,61,43,0,8
"1837",2007,"kent_county",703,640,6,90,61,43,0,8
"1838",2008,"kent_county",703,640,6,90,61,43,0,8
"1839",2009,"kent_county",703,640,6,90,61,43,0,8
"1840",2010,"kent_county",772,735,3,93,41,33,0,7
"1841",2011,"kent_county",859,828,0,105,57,47,0,8
"1842",2012,"kent_county",829,815,0,65,49,46,0,11
"1843",2013,"kent_county",913,901,1,128,74,74,0,34
"1844",2014,"kent_county",858,831,2,125,84,84,0,51
"1845",2015,"kent_county",821,759,3,147,74,74,0,43
"1846",2016,"kent_county",667,622,4,116,72,72,0,43
"1847",2017,"kent_county",680,622,6,147,113,113,0,72
"1848",2018,"kent_county",749,663,8,122,77,77,0,32
"1849",2005,"kerr_county",47410,43322,780,10769,6155,5271,95,2641
"1850",2006,"kerr_county",47410,43322,780,10769,6155,5271,95,2641
"1851",2007,"kerr_county",47410,43322,780,10769,6155,5271,95,2641
"1852",2008,"kerr_county",47410,43322,780,10769,6155,5271,95,2641
"1853",2009,"kerr_county",47410,43322,780,10769,6155,5271,95,2641
"1854",2010,"kerr_county",48826,44854,937,11340,6600,5911,208,2654
"1855",2011,"kerr_county",49216,45191,968,11640,6714,5843,321,2534
"1856",2012,"kerr_county",49469,45626,870,11922,6655,5963,179,2497
"1857",2013,"kerr_county",49696,45538,891,12170,7180,6445,206,2444
"1858",2014,"kerr_county",49914,46255,867,12425,7818,7150,300,2466
"1859",2015,"kerr_county",50149,46353,820,12699,7718,7019,248,2518
"1860",2016,"kerr_county",50505,46452,770,12966,8158,7191,343,3132
"1861",2017,"kerr_county",50761,45974,749,13263,6760,5674,339,2658
"1862",2018,"kerr_county",51365,45906,789,13702,6601,5597,362,2684
"1863",2005,"kimble_county",4485,4224,18,1231,629,620,9,347
"1864",2006,"kimble_county",4485,4224,18,1231,629,620,9,347
"1865",2007,"kimble_county",4485,4224,18,1231,629,620,9,347
"1866",2008,"kimble_county",4485,4224,18,1231,629,620,9,347
"1867",2009,"kimble_county",4485,4224,18,1231,629,620,9,347
"1868",2010,"kimble_county",4568,4268,13,1070,664,660,0,302
"1869",2011,"kimble_county",4578,4280,17,1247,781,770,0,414
"1870",2012,"kimble_county",4577,4411,20,1199,710,698,0,435
"1871",2013,"kimble_county",4566,4398,20,1143,874,862,0,405
"1872",2014,"kimble_county",4522,4231,1,1072,917,842,0,416
"1873",2015,"kimble_county",4486,4222,1,1090,912,868,0,308
"1874",2016,"kimble_county",4453,4146,1,1007,831,773,0,317
"1875",2017,"kimble_county",4432,4013,1,1049,965,902,0,357
"1876",2018,"kimble_county",4408,3929,1,1114,928,811,0,414
"1877",2005,"king_county",233,199,0,19,0,0,0,0
"1878",2006,"king_county",233,199,0,19,0,0,0,0
"1879",2007,"king_county",233,199,0,19,0,0,0,0
"1880",2008,"king_county",233,199,0,19,0,0,0,0
"1881",2009,"king_county",233,199,0,19,0,0,0,0
"1882",2010,"king_county",219,179,0,22,0,0,0,0
"1883",2011,"king_county",253,203,1,29,14,13,1,0
"1884",2012,"king_county",227,207,0,20,10,10,0,0
"1885",2013,"king_county",321,307,0,76,19,19,0,10
"1886",2014,"king_county",290,281,0,64,21,21,0,8
"1887",2015,"king_county",267,259,0,66,19,19,0,8
"1888",2016,"king_county",274,274,0,64,9,9,0,9
"1889",2017,"king_county",289,288,0,77,10,10,0,10
"1890",2018,"king_county",228,226,0,38,20,20,0,20
"1891",2005,"kinney_county",3245,3085,37,1597,869,835,4,473
"1892",2006,"kinney_county",3245,3085,37,1597,869,835,4,473
"1893",2007,"kinney_county",3245,3085,37,1597,869,835,4,473
"1894",2008,"kinney_county",3245,3085,37,1597,869,835,4,473
"1895",2009,"kinney_county",3245,3085,37,1597,869,835,4,473
"1896",2010,"kinney_county",3555,3327,53,1818,1105,1009,7,700
"1897",2011,"kinney_county",3656,3394,96,1989,988,893,25,678
"1898",2012,"kinney_county",3574,3419,65,2057,1010,927,19,737
"1899",2013,"kinney_county",3589,3479,63,2167,860,817,19,674
"1900",2014,"kinney_county",3598,3490,52,2215,839,791,17,644
"1901",2015,"kinney_county",3577,3504,43,2221,572,538,22,394
"1902",2016,"kinney_county",3578,3499,3,2237,654,634,0,470
"1903",2017,"kinney_county",3631,3513,4,2245,354,330,0,250
"1904",2018,"kinney_county",3675,3555,3,2297,640,610,0,514
"1905",2005,"kleberg_county",30637,25109,1190,20931,7600,5896,438,5358
"1906",2006,"kleberg_county",30637,25109,1190,20931,7600,5896,438,5358
"1907",2007,"kleberg_county",30637,25109,1190,20931,7600,5896,438,5358
"1908",2008,"kleberg_county",30637,25109,1190,20931,7600,5896,438,5358
"1909",2009,"kleberg_county",30637,25109,1190,20931,7600,5896,438,5358
"1910",2010,"kleberg_county",31611,26436,1251,21830,7399,5747,487,5304
"1911",2011,"kleberg_county",31823,26996,1261,22093,7444,6087,259,5890
"1912",2012,"kleberg_county",31925,27414,1242,22377,7589,6011,260,6000
"1913",2013,"kleberg_county",32052,27786,1209,22618,7366,6076,236,5831
"1914",2014,"kleberg_county",32142,27691,1288,22826,7714,6112,333,6033
"1915",2015,"kleberg_county",32029,27467,1298,22846,7849,6349,290,6273
"1916",2016,"kleberg_county",31877,27520,1240,22935,7110,5694,288,5626
"1917",2017,"kleberg_county",31540,27601,1192,22819,7003,5679,342,5543
"1918",2018,"kleberg_county",31425,27560,1025,22849,7727,6291,352,6239
"1919",2005,"knox_county",3465,2574,302,898,616,319,164,282
"1920",2006,"knox_county",3465,2574,302,898,616,319,164,282
"1921",2007,"knox_county",3465,2574,302,898,616,319,164,282
"1922",2008,"knox_county",3465,2574,302,898,616,319,164,282
"1923",2009,"knox_county",3465,2574,302,898,616,319,164,282
"1924",2010,"knox_county",3708,2855,318,1001,583,389,138,253
"1925",2011,"knox_county",3703,2983,286,1036,673,457,148,306
"1926",2012,"knox_county",3713,3111,265,1117,760,586,118,312
"1927",2013,"knox_county",3731,3192,262,1161,746,572,132,294
"1928",2014,"knox_county",3776,3263,271,1211,665,509,127,286
"1929",2015,"knox_county",3796,3301,280,1255,605,450,119,264
"1930",2016,"knox_county",3807,3302,271,1235,536,426,76,221
"1931",2017,"knox_county",3753,3247,225,1255,529,398,99,212
"1932",2018,"knox_county",3733,3175,242,1269,526,397,97,248
"1933",2005,"la_salle_county",5891,4787,171,4516,1103,988,0,1056
"1934",2006,"la_salle_county",5891,4787,171,4516,1103,988,0,1056
"1935",2007,"la_salle_county",5891,4787,171,4516,1103,988,0,1056
"1936",2008,"la_salle_county",5891,4787,171,4516,1103,988,0,1056
"1937",2009,"la_salle_county",5891,4787,171,4516,1103,988,0,1056
"1938",2010,"la_salle_county",6709,5608,175,5293,1293,1136,0,1227
"1939",2011,"la_salle_county",6800,5742,81,5428,1473,1327,1,1371
"1940",2012,"la_salle_county",6850,6007,77,5743,1432,1322,0,1362
"1941",2013,"la_salle_county",6921,6096,71,5761,1322,1225,0,1236
"1942",2014,"la_salle_county",7075,5593,85,5968,1021,974,0,957
"1943",2015,"la_salle_county",7191,5753,72,5986,972,958,0,931
"1944",2016,"la_salle_county",7319,5798,94,6123,843,829,0,813
"1945",2017,"la_salle_county",7418,5609,100,5928,535,520,0,516
"1946",2018,"la_salle_county",7409,5763,102,6104,786,783,0,744
"1947",2005,"lamar_county",48993,40511,6298,2596,7963,5573,1692,788
"1948",2006,"lamar_county",48993,40511,6298,2596,7963,5573,1692,788
"1949",2007,"lamar_county",48993,40511,6298,2596,7963,5573,1692,788
"1950",2008,"lamar_county",48993,40511,6298,2596,7963,5573,1692,788
"1951",2009,"lamar_county",48993,40511,6298,2596,7963,5573,1692,788
"1952",2010,"lamar_county",49536,40390,6464,2982,8137,5546,1910,756
"1953",2011,"lamar_county",49681,40500,6675,3135,8179,5464,2198,753
"1954",2012,"lamar_county",49740,40350,6544,3212,9124,6005,2386,787
"1955",2013,"lamar_county",49751,40206,6424,3332,9260,6089,2435,1091
"1956",2014,"lamar_county",49704,39986,6268,3451,9218,5978,2331,1095
"1957",2015,"lamar_county",49566,40138,6199,3561,9076,5891,2287,1107
"1958",2016,"lamar_county",49626,40272,6094,3589,9691,6578,2270,1016
"1959",2017,"lamar_county",49401,40097,6139,3689,8644,6013,1904,841
"1960",2018,"lamar_county",49532,40256,6162,3804,8685,6333,1840,751
"1961",2005,"lamb_county",13741,11752,637,6708,2383,1862,186,1758
"1962",2006,"lamb_county",13741,11752,637,6708,2383,1862,186,1758
"1963",2007,"lamb_county",13741,11752,637,6708,2383,1862,186,1758
"1964",2008,"lamb_county",13741,11752,637,6708,2383,1862,186,1758
"1965",2009,"lamb_county",13741,11752,637,6708,2383,1862,186,1758
"1966",2010,"lamb_county",14092,12434,675,6963,2492,2070,154,1948
"1967",2011,"lamb_county",14063,12526,624,7110,2909,2486,136,2055
"1968",2012,"lamb_county",13996,12528,572,7281,2976,2579,125,2107
"1969",2013,"lamb_county",13921,12399,633,7318,3021,2601,189,2222
"1970",2014,"lamb_county",13875,12258,645,7364,3159,2629,238,2193
"1971",2015,"lamb_county",13742,11984,802,7356,3173,2569,372,2095
"1972",2016,"lamb_county",13561,11906,677,7318,2763,2275,305,1917
"1973",2017,"lamb_county",13368,11705,676,7347,2686,2218,290,1823
"1974",2018,"lamb_county",13262,11663,658,7325,3064,2674,199,1983
"1975",2005,"lampasas_county",20471,18272,640,3389,3312,2937,40,1263
"1976",2006,"lampasas_county",20471,18272,640,3389,3312,2937,40,1263
"1977",2007,"lampasas_county",20471,18272,640,3389,3312,2937,40,1263
"1978",2008,"lampasas_county",20471,18272,640,3389,3312,2937,40,1263
"1979",2009,"lampasas_county",20471,18272,640,3389,3312,2937,40,1263
"1980",2010,"lampasas_county",19677,17376,795,3342,2741,2397,21,969
"1981",2011,"lampasas_county",19762,17599,776,3426,2948,2452,159,1082
"1982",2012,"lampasas_county",19837,17582,940,3478,3208,2685,154,1077
"1983",2013,"lampasas_county",19937,17624,956,3585,3314,2748,199,943
"1984",2014,"lampasas_county",20020,17704,938,3667,2870,2347,286,839
"1985",2015,"lampasas_county",20219,17770,843,3791,2923,2463,206,962
"1986",2016,"lampasas_county",20357,17860,727,3808,2751,2412,29,791
"1987",2017,"lampasas_county",20473,18097,621,3935,2429,2189,36,631
"1988",2018,"lampasas_county",20640,18227,903,4025,2300,2052,31,631
"1989",2005,"lavaca_county",18632,15254,1315,2690,1973,1144,377,586
"1990",2006,"lavaca_county",18632,15254,1315,2690,1973,1144,377,586
"1991",2007,"lavaca_county",18632,15254,1315,2690,1973,1144,377,586
"1992",2008,"lavaca_county",18632,15254,1315,2690,1973,1144,377,586
"1993",2009,"lavaca_county",18632,15254,1315,2690,1973,1144,377,586
"1994",2010,"lavaca_county",19217,15844,1409,2878,1984,1195,454,510
"1995",2011,"lavaca_county",19253,15643,1419,2999,1901,1249,372,460
"1996",2012,"lavaca_county",19269,15678,1434,3124,1760,1252,365,357
"1997",2013,"lavaca_county",19351,15420,1432,3227,1571,1057,296,393
"1998",2014,"lavaca_county",19438,15403,1406,3310,1975,1200,422,474
"1999",2015,"lavaca_county",19549,15258,1363,3428,1765,1104,253,449
"2000",2016,"lavaca_county",19654,15354,1331,3484,1995,1194,273,578
"2001",2017,"lavaca_county",19859,15513,1347,3593,2030,1110,321,649
"2002",2018,"lavaca_county",19941,15654,1290,3694,2271,1219,422,732
"2003",2005,"lee_county",16203,13669,1794,3464,1621,1231,290,597
"2004",2006,"lee_county",16203,13669,1794,3464,1621,1231,290,597
"2005",2007,"lee_county",16203,13669,1794,3464,1621,1231,290,597
"2006",2008,"lee_county",16203,13669,1794,3464,1621,1231,290,597
"2007",2009,"lee_county",16203,13669,1794,3464,1621,1231,290,597
"2008",2010,"lee_county",16499,13946,1844,3508,1727,1365,249,782
"2009",2011,"lee_county",16565,13845,1907,3604,1973,1661,211,1015
"2010",2012,"lee_county",16591,13974,1879,3690,2056,1603,363,927
"2011",2013,"lee_county",16603,14062,1960,3756,1960,1532,398,895
"2012",2014,"lee_county",16617,13706,2003,3789,2400,1764,589,948
"2013",2015,"lee_county",16664,13347,1911,3847,2374,1699,489,911
"2014",2016,"lee_county",16754,13420,1934,3873,2402,1699,487,951
"2015",2017,"lee_county",16850,13507,1853,3916,2251,1585,500,837
"2016",2018,"lee_county",16952,13493,1903,3970,2335,1600,518,801
"2017",2005,"leon_county",16518,13584,1580,1852,3113,2130,735,418
"2018",2006,"leon_county",16518,13584,1580,1852,3113,2130,735,418
"2019",2007,"leon_county",16518,13584,1580,1852,3113,2130,735,418
"2020",2008,"leon_county",16518,13584,1580,1852,3113,2130,735,418
"2021",2009,"leon_county",16518,13584,1580,1852,3113,2130,735,418
"2022",2010,"leon_county",16640,13691,1440,2037,2698,2029,553,295
"2023",2011,"leon_county",16757,13722,1351,2148,2881,2165,561,340
"2024",2012,"leon_county",16827,14003,1262,2242,2827,2121,546,509
"2025",2013,"leon_county",16802,14259,1265,2281,2944,2414,393,713
"2026",2014,"leon_county",16784,14480,1331,2319,2249,1733,358,601
"2027",2015,"leon_county",16819,14755,1318,2347,2322,1840,341,664
"2028",2016,"leon_county",16923,15113,1263,2365,2694,2340,267,850
"2029",2017,"leon_county",16966,15185,1263,2405,2741,2453,244,791
"2030",2018,"leon_county",17098,15184,1229,2457,2824,2288,325,645
"2031",2005,"liberty_county",74941,59036,9243,11101,10917,8102,1764,2624
"2032",2006,"liberty_county",74941,59036,9243,11101,10917,8102,1764,2624
"2033",2007,"liberty_county",74941,59036,9243,11101,10917,8102,1764,2624
"2034",2008,"liberty_county",74941,59036,9243,11101,10917,8102,1764,2624
"2035",2009,"liberty_county",74941,59036,9243,11101,10917,8102,1764,2624
"2036",2010,"liberty_county",74922,58995,8623,12364,10560,7290,1894,2566
"2037",2011,"liberty_county",75317,59572,8567,13052,11258,7574,1981,2915
"2038",2012,"liberty_county",75662,60191,8526,13650,11852,8050,2117,3416
"2039",2013,"liberty_county",76013,60877,8349,14196,12887,8413,2458,4338
"2040",2014,"liberty_county",76707,61492,8316,14867,12934,8954,2233,4593
"2041",2015,"liberty_county",77486,62608,8287,15521,12548,8775,2252,4266
"2042",2016,"liberty_county",78598,64099,8134,16282,12448,9915,1199,4496
"2043",2017,"liberty_county",79884,64602,7979,17488,11781,9598,972,4163
"2044",2018,"liberty_county",81862,66228,8098,19098,11047,8967,1198,3046
"2045",2005,"limestone_county",22367,17103,4345,3843,3872,2833,915,892
"2046",2006,"limestone_county",22367,17103,4345,3843,3872,2833,915,892
"2047",2007,"limestone_county",22367,17103,4345,3843,3872,2833,915,892
"2048",2008,"limestone_county",22367,17103,4345,3843,3872,2833,915,892
"2049",2009,"limestone_county",22367,17103,4345,3843,3872,2833,915,892
"2050",2010,"limestone_county",23170,18026,4348,4120,3820,2809,840,1335
"2051",2011,"limestone_county",23282,18065,4267,4302,3967,3123,642,1574
"2052",2012,"limestone_county",23350,18148,4107,4448,3889,3188,461,1647
"2053",2013,"limestone_county",23417,18229,4103,4581,4643,3665,662,1848
"2054",2014,"limestone_county",23531,18412,4172,4720,4988,3699,985,1943
"2055",2015,"limestone_county",23454,18434,4131,4795,5189,3801,1138,1691
"2056",2016,"limestone_county",23469,18265,4184,4881,4976,3414,1316,1466
"2057",2017,"limestone_county",23480,17887,4240,4994,4671,2898,1423,1319
"2058",2018,"limestone_county",23515,17884,4172,5101,4670,2950,1349,1177
"2059",2005,"lipscomb_county",2994,2536,4,885,460,345,0,288
"2060",2006,"lipscomb_county",2994,2536,4,885,460,345,0,288
"2061",2007,"lipscomb_county",2994,2536,4,885,460,345,0,288
"2062",2008,"lipscomb_county",2994,2536,4,885,460,345,0,288
"2063",2009,"lipscomb_county",2994,2536,4,885,460,345,0,288
"2064",2010,"lipscomb_county",3218,2561,26,882,453,319,0,262
"2065",2011,"lipscomb_county",3260,2720,23,939,473,414,0,279
"2066",2012,"lipscomb_county",3324,2751,21,946,405,319,0,213
"2067",2013,"lipscomb_county",3379,2903,16,938,364,297,0,199
"2068",2014,"lipscomb_county",3418,2980,17,920,352,314,0,189
"2069",2015,"lipscomb_county",3483,3005,13,1036,317,262,0,169
"2070",2016,"lipscomb_county",3507,3004,17,1023,358,269,0,184
"2071",2017,"lipscomb_county",3495,3068,13,1046,361,263,0,191
"2072",2018,"lipscomb_county",3469,2953,18,1051,386,269,0,194
"2073",2005,"live_oak_county",11271,10056,292,4658,1652,1505,0,1001
"2074",2006,"live_oak_county",11271,10056,292,4658,1652,1505,0,1001
"2075",2007,"live_oak_county",11271,10056,292,4658,1652,1505,0,1001
"2076",2008,"live_oak_county",11271,10056,292,4658,1652,1505,0,1001
"2077",2009,"live_oak_county",11271,10056,292,4658,1652,1505,0,1001
"2078",2010,"live_oak_county",11507,10307,372,4080,1337,1298,0,574
"2079",2011,"live_oak_county",11482,10114,535,4067,1429,1387,20,690
"2080",2012,"live_oak_county",11526,10253,551,4137,1574,1553,15,694
"2081",2013,"live_oak_county",11603,10304,475,4192,1709,1688,5,834
"2082",2014,"live_oak_county",11738,10349,467,4266,1555,1515,15,830
"2083",2015,"live_oak_county",11873,10501,396,4386,1567,1527,15,782
"2084",2016,"live_oak_county",11976,10605,356,4542,1649,1595,20,782
"2085",2017,"live_oak_county",12043,10954,304,4669,1703,1652,18,976
"2086",2018,"live_oak_county",12123,11241,348,4782,1735,1684,23,887
"2087",2005,"llano_county",18150,17314,40,1418,1849,1813,0,247
"2088",2006,"llano_county",18150,17314,40,1418,1849,1813,0,247
"2089",2007,"llano_county",18150,17314,40,1418,1849,1813,0,247
"2090",2008,"llano_county",18150,17314,40,1418,1849,1813,0,247
"2091",2009,"llano_county",18150,17314,40,1418,1849,1813,0,247
"2092",2010,"llano_county",18992,18177,179,1446,2369,2217,0,452
"2093",2011,"llano_county",19133,18278,141,1510,2471,2223,15,593
"2094",2012,"llano_county",19115,18323,157,1573,2661,2402,9,770
"2095",2013,"llano_county",19223,18410,307,1656,2677,2425,14,710
"2096",2014,"llano_county",19272,18429,444,1728,2858,2606,7,728
"2097",2015,"llano_county",19323,18405,432,1792,2841,2659,13,559
"2098",2016,"llano_county",19624,18587,255,1876,2672,2420,2,549
"2099",2017,"llano_county",20195,18911,155,1983,2495,2197,2,478
"2100",2018,"llano_county",20640,19270,30,2113,2376,2049,2,410
"2101",2005,"loving_county",81,65,0,0,0,0,0,0
"2102",2006,"loving_county",81,65,0,0,0,0,0,0
"2103",2007,"loving_county",81,65,0,0,0,0,0,0
"2104",2008,"loving_county",81,65,0,0,0,0,0,0
"2105",2009,"loving_county",81,65,0,0,0,0,0,0
"2106",2010,"loving_county",41,32,0,0,0,0,0,0
"2107",2011,"loving_county",62,31,0,21,10,0,0,6
"2108",2012,"loving_county",85,43,0,32,9,0,0,3
"2109",2013,"loving_county",87,48,0,30,10,0,0,3
"2110",2014,"loving_county",89,41,0,30,16,0,0,5
"2111",2015,"loving_county",117,64,0,41,33,13,0,18
"2112",2016,"loving_county",76,67,0,12,12,9,0,9
"2113",2017,"loving_county",74,67,0,12,12,8,0,8
"2114",2018,"loving_county",102,99,0,16,19,16,0,16
"2115",2005,"lubbock_county",262985,209620,18855,80346,47858,33422,6287,19282
"2116",2006,"lubbock_county",262985,209620,18855,80346,47858,33422,6287,19282
"2117",2007,"lubbock_county",262985,209620,18855,80346,47858,33422,6287,19282
"2118",2008,"lubbock_county",262985,209620,18855,80346,47858,33422,6287,19282
"2119",2009,"lubbock_county",262985,209620,18855,80346,47858,33422,6287,19282
"2120",2010,"lubbock_county",269932,213987,19354,83777,48584,33903,6224,19650
"2121",2011,"lubbock_county",274359,218071,19242,86564,49942,35973,5756,20189
"2122",2012,"lubbock_county",278339,222418,19707,89120,52894,37609,5976,22332
"2123",2013,"lubbock_county",282633,223613,20249,91844,55099,39447,6378,23401
"2124",2014,"lubbock_county",286747,226384,20994,94630,55421,40393,6543,23529
"2125",2015,"lubbock_county",290782,231263,20682,97317,54155,38905,5866,23038
"2126",2016,"lubbock_county",294682,235352,21288,99863,55027,40218,6202,23757
"2127",2017,"lubbock_county",298042,239525,21687,102770,53614,40372,5432,23559
"2128",2018,"lubbock_county",301454,244624,21954,105514,54723,41393,5501,24403
"2129",2005,"lynn_county",5841,4941,78,2724,954,843,0,662
"2130",2006,"lynn_county",5841,4941,78,2724,954,843,0,662
"2131",2007,"lynn_county",5841,4941,78,2724,954,843,0,662
"2132",2008,"lynn_county",5841,4941,78,2724,954,843,0,662
"2133",2009,"lynn_county",5841,4941,78,2724,954,843,0,662
"2134",2010,"lynn_county",5988,5274,79,2697,1012,948,0,711
"2135",2011,"lynn_county",5927,5366,127,2687,1082,960,36,804
"2136",2012,"lynn_county",5886,5509,99,2735,1151,1009,22,829
"2137",2013,"lynn_county",5841,5277,70,2716,1167,1045,0,875
"2138",2014,"lynn_county",5806,5082,68,2721,1035,908,0,844
"2139",2015,"lynn_county",5764,4896,71,2726,1106,1002,1,877
"2140",2016,"lynn_county",5723,4749,127,2711,1128,993,21,844
"2141",2017,"lynn_county",5785,4786,95,2728,1032,941,20,788
"2142",2018,"lynn_county",5808,4944,86,2751,1090,973,22,815
"2143",2005,"madison_county",13202,9167,2969,2554,2131,1095,873,328
"2144",2006,"madison_county",13202,9167,2969,2554,2131,1095,873,328
"2145",2007,"madison_county",13202,9167,2969,2554,2131,1095,873,328
"2146",2008,"madison_county",13202,9167,2969,2554,2131,1095,873,328
"2147",2009,"madison_county",13202,9167,2969,2554,2131,1095,873,328
"2148",2010,"madison_county",13433,9650,2969,2518,2087,1349,595,333
"2149",2011,"madison_county",13533,9933,2880,2615,2440,1630,733,553
"2150",2012,"madison_county",13590,10098,2862,2721,2356,1627,598,624
"2151",2013,"madison_county",13689,10293,2793,2810,2583,1780,703,654
"2152",2014,"madison_county",13771,10286,2606,2889,2327,1675,501,601
"2153",2015,"madison_county",13838,10257,2593,3001,1938,1458,391,533
"2154",2016,"madison_county",13843,10095,2564,3071,1561,1140,350,360
"2155",2017,"madison_county",13979,10201,2437,3134,1516,1037,390,187
"2156",2018,"madison_county",14128,10376,2120,3230,1463,976,318,226
