"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"2157",2005,"marion_county",10570,7889,2169,344,2017,1019,902,96
"2158",2006,"marion_county",10570,7889,2169,344,2017,1019,902,96
"2159",2007,"marion_county",10570,7889,2169,344,2017,1019,902,96
"2160",2008,"marion_county",10570,7889,2169,344,2017,1019,902,96
"2161",2009,"marion_county",10570,7889,2169,344,2017,1019,902,96
"2162",2010,"marion_county",10771,7966,2495,319,2458,1300,1099,79
"2163",2011,"marion_county",10678,7934,2544,327,2374,1369,999,101
"2164",2012,"marion_county",10544,7830,2538,338,2273,1307,893,77
"2165",2013,"marion_county",10439,7785,2463,359,2387,1361,938,126
"2166",2014,"marion_county",10335,7706,2339,378,2416,1344,926,26
"2167",2015,"marion_county",10248,7660,2349,397,2264,1247,868,48
"2168",2016,"marion_county",10191,7567,2422,390,2161,1154,921,30
"2169",2017,"marion_county",10140,7415,2402,394,2225,1351,856,8
"2170",2018,"marion_county",10083,7364,2361,406,2061,1283,751,56
"2171",2005,"martin_county",4447,4027,136,1547,350,273,70,103
"2172",2006,"martin_county",4447,4027,136,1547,350,273,70,103
"2173",2007,"martin_county",4447,4027,136,1547,350,273,70,103
"2174",2008,"martin_county",4447,4027,136,1547,350,273,70,103
"2175",2009,"martin_county",4447,4027,136,1547,350,273,70,103
"2176",2010,"martin_county",4606,4146,122,2010,330,208,44,149
"2177",2011,"martin_county",4704,4171,246,1908,529,287,182,120
"2178",2012,"martin_county",4804,4153,120,2155,694,483,68,267
"2179",2013,"martin_county",4956,4304,110,2279,770,572,71,349
"2180",2014,"martin_county",5096,4328,118,2340,712,454,54,391
"2181",2015,"martin_county",5252,4426,122,2393,692,458,65,357
"2182",2016,"martin_county",5451,4520,38,2514,571,392,0,370
"2183",2017,"martin_county",5547,4600,36,2500,382,165,0,298
"2184",2018,"martin_county",5614,4652,48,2574,595,355,0,482
"2185",2005,"mason_county",3890,3764,14,556,590,574,0,242
"2186",2006,"mason_county",3890,3764,14,556,590,574,0,242
"2187",2007,"mason_county",3890,3764,14,556,590,574,0,242
"2188",2008,"mason_county",3890,3764,14,556,590,574,0,242
"2189",2009,"mason_county",3890,3764,14,556,590,574,0,242
"2190",2010,"mason_county",3928,3829,13,630,639,623,0,216
"2191",2011,"mason_county",3950,3890,0,690,518,501,0,171
"2192",2012,"mason_county",3978,3932,0,848,628,616,0,254
"2193",2013,"mason_county",4034,3955,0,863,548,535,0,184
"2194",2014,"mason_county",4061,3799,0,981,454,449,0,180
"2195",2015,"mason_county",4066,3690,1,999,577,553,0,225
"2196",2016,"mason_county",4064,3645,1,1013,604,587,0,274
"2197",2017,"mason_county",4122,3564,1,1001,518,470,0,225
"2198",2018,"mason_county",4161,3632,1,978,602,560,0,245
"2199",2005,"matagorda_county",37008,28119,4208,13442,7946,4715,1795,4367
"2200",2006,"matagorda_county",37008,28119,4208,13442,7946,4715,1795,4367
"2201",2007,"matagorda_county",37008,28119,4208,13442,7946,4715,1795,4367
"2202",2008,"matagorda_county",37008,28119,4208,13442,7946,4715,1795,4367
"2203",2009,"matagorda_county",37008,28119,4208,13442,7946,4715,1795,4367
"2204",2010,"matagorda_county",36647,28501,4179,13489,7782,4999,1381,4494
"2205",2011,"matagorda_county",36662,29105,4055,13798,7642,4944,1215,4067
"2206",2012,"matagorda_county",36653,29836,4011,14055,6929,5051,1012,3535
"2207",2013,"matagorda_county",36639,29519,3918,14272,7609,5346,973,3891
"2208",2014,"matagorda_county",36611,29681,3763,14432,7757,5622,939,3941
"2209",2015,"matagorda_county",36598,29429,3730,14587,7833,5602,1081,3908
"2210",2016,"matagorda_county",36719,28199,3909,14927,7877,5538,1193,4256
"2211",2017,"matagorda_county",36744,27443,3770,15230,7464,4913,1228,3579
"2212",2018,"matagorda_county",36743,26782,3595,15441,7293,4731,1395,3477
"2213",2005,"maverick_county",51300,33398,29,48499,15438,8997,23,14997
"2214",2006,"maverick_county",51300,33398,29,48499,15438,8997,23,14997
"2215",2007,"maverick_county",51300,33398,29,48499,15438,8997,23,14997
"2216",2008,"maverick_county",51300,33398,29,48499,15438,8997,23,14997
"2217",2009,"maverick_county",51300,33398,29,48499,15438,8997,23,14997
"2218",2010,"maverick_county",52493,39217,79,50042,17573,12463,70,17096
"2219",2011,"maverick_county",53389,44961,102,50913,16638,13965,40,16263
"2220",2012,"maverick_county",54107,48983,90,51692,16672,15303,42,16321
"2221",2013,"maverick_county",54880,50789,95,52347,16513,15222,33,15936
"2222",2014,"maverick_county",55821,52090,68,53197,16449,15384,14,15868
"2223",2015,"maverick_county",56548,52650,73,53820,14872,13932,15,14240
"2224",2016,"maverick_county",56830,52764,112,54242,13879,12960,5,13463
"2225",2017,"maverick_county",57471,53649,212,54767,13973,13215,6,13420
"2226",2018,"maverick_county",57970,53746,312,55206,15467,14673,6,14912
"2227",2005,"mcculloch_county",7893,7106,123,2360,1778,1582,50,900
"2228",2006,"mcculloch_county",7893,7106,123,2360,1778,1582,50,900
"2229",2007,"mcculloch_county",7893,7106,123,2360,1778,1582,50,900
"2230",2008,"mcculloch_county",7893,7106,123,2360,1778,1582,50,900
"2231",2009,"mcculloch_county",7893,7106,123,2360,1778,1582,50,900
"2232",2010,"mcculloch_county",8220,7629,196,2319,1823,1669,84,916
"2233",2011,"mcculloch_county",8242,7843,213,2391,1674,1603,53,936
"2234",2012,"mcculloch_county",8281,7519,89,2502,1729,1353,35,1032
"2235",2013,"mcculloch_county",8302,7475,80,2536,1359,916,23,668
"2236",2014,"mcculloch_county",8245,7427,108,2527,1521,1161,11,683
"2237",2015,"mcculloch_county",8273,7354,136,2550,1522,1181,2,560
"2238",2016,"mcculloch_county",8242,6800,197,2551,1484,1019,0,606
"2239",2017,"mcculloch_county",8145,6969,161,2571,1296,1032,0,453
"2240",2018,"mcculloch_county",8098,6768,148,2587,1266,1033,0,470
"2241",2005,"mclennan_county",228369,175051,33613,49189,45435,31558,9486,14405
"2242",2006,"mclennan_county",228369,175051,33613,49189,45435,31558,9486,14405
"2243",2007,"mclennan_county",228369,175051,33613,49189,45435,31558,9486,14405
"2244",2008,"mclennan_county",228369,175051,33613,49189,45435,31558,9486,14405
"2245",2009,"mclennan_county",228369,175051,33613,49189,45435,31558,9486,14405
"2246",2010,"mclennan_county",229587,176946,34010,51841,45410,31088,10107,14651
"2247",2011,"mclennan_county",232396,180467,34505,53789,48383,33108,10880,16442
"2248",2012,"mclennan_county",234626,181949,34584,55370,49130,33628,11142,16747
"2249",2013,"mclennan_county",237316,183576,34756,56996,50293,33004,11901,17521
"2250",2014,"mclennan_county",239717,185663,34733,58550,49607,32825,11553,16906
"2251",2015,"mclennan_county",241505,187279,34776,59946,49881,33004,11517,17176
"2252",2016,"mclennan_county",243394,187257,35059,61161,46681,30809,10404,15762
"2253",2017,"mclennan_county",245720,189707,35493,63010,45691,29805,10577,16268
"2254",2018,"mclennan_county",248429,193415,36520,64733,45964,30414,11168,16145
"2255",2005,"mcmullen_county",938,798,0,409,33,28,0,5
"2256",2006,"mcmullen_county",938,798,0,409,33,28,0,5
"2257",2007,"mcmullen_county",938,798,0,409,33,28,0,5
"2258",2008,"mcmullen_county",938,798,0,409,33,28,0,5
"2259",2009,"mcmullen_county",938,798,0,409,33,28,0,5
"2260",2010,"mcmullen_county",897,740,0,468,82,77,0,49
"2261",2011,"mcmullen_county",728,683,0,332,111,105,0,63
"2262",2012,"mcmullen_county",696,669,0,291,127,127,0,66
"2263",2013,"mcmullen_county",616,588,0,350,118,118,0,71
"2264",2014,"mcmullen_county",646,614,0,367,108,108,0,73
"2265",2015,"mcmullen_county",778,731,0,374,92,92,0,42
"2266",2016,"mcmullen_county",671,636,0,323,59,59,0,9
"2267",2017,"mcmullen_county",600,569,0,303,42,42,0,15
"2268",2018,"mcmullen_county",662,652,0,332,85,85,0,55
"2269",2005,"medina_county",43654,37576,1223,20637,6528,5719,320,4611
"2270",2006,"medina_county",43654,37576,1223,20637,6528,5719,320,4611
"2271",2007,"medina_county",43654,37576,1223,20637,6528,5719,320,4611
"2272",2008,"medina_county",43654,37576,1223,20637,6528,5719,320,4611
"2273",2009,"medina_county",43654,37576,1223,20637,6528,5719,320,4611
"2274",2010,"medina_county",45073,39259,1282,21984,6768,5931,401,4988
"2275",2011,"medina_county",45559,40299,1183,22442,7157,6413,331,5490
"2276",2012,"medina_county",46009,41052,1267,22941,7748,7051,281,5879
"2277",2013,"medina_county",46512,41345,1236,23325,7775,7157,204,5908
"2278",2014,"medina_county",46965,42258,1025,23674,6915,6508,44,5121
"2279",2015,"medina_county",47392,42766,1079,24066,6656,6285,41,4558
"2280",2016,"medina_county",47920,43402,1083,24367,6340,5895,42,3967
"2281",2017,"medina_county",48548,43920,1220,24884,5850,5352,58,3562
"2282",2018,"medina_county",49334,44727,1275,25470,4855,4307,43,2754
"2283",2005,"menard_county",2132,2045,5,684,431,414,0,224
"2284",2006,"menard_county",2132,2045,5,684,431,414,0,224
"2285",2007,"menard_county",2132,2045,5,684,431,414,0,224
"2286",2008,"menard_county",2132,2045,5,684,431,414,0,224
"2287",2009,"menard_county",2132,2045,5,684,431,414,0,224
"2288",2010,"menard_county",2212,2132,0,663,399,377,0,193
"2289",2011,"menard_county",2226,2147,3,662,421,395,0,230
"2290",2012,"menard_county",2232,2108,25,667,447,413,18,200
"2291",2013,"menard_county",2213,2018,22,749,505,471,17,214
"2292",2014,"menard_county",2193,1986,23,817,349,307,14,191
"2293",2015,"menard_county",2182,1902,26,802,317,257,14,165
"2294",2016,"menard_county",2163,1772,28,852,282,230,15,130
"2295",2017,"menard_county",2123,1705,14,792,201,177,0,92
"2296",2018,"menard_county",2123,1727,15,728,205,168,0,142
"2297",2005,"midland_county",126287,106281,8299,45141,16031,12355,2025,9016
"2298",2006,"midland_county",126287,106281,8299,45141,16031,12355,2025,9016
"2299",2007,"midland_county",126287,106281,8299,45141,16031,12355,2025,9016
"2300",2008,"midland_county",126287,106281,8299,45141,16031,12355,2025,9016
"2301",2009,"midland_county",126287,106281,8299,45141,16031,12355,2025,9016
"2302",2010,"midland_county",132103,112453,8688,48077,16348,12977,1834,9471
"2303",2011,"midland_county",135002,114795,9082,50221,15379,12277,1887,8255
"2304",2012,"midland_county",138472,117967,9249,52702,13483,10912,1519,7465
"2305",2013,"midland_county",142289,118140,9258,55528,14555,11374,1410,8135
"2306",2014,"midland_county",146387,120937,9456,58705,14484,10995,1433,8280
"2307",2015,"midland_county",151290,124673,9592,62419,13238,9702,1316,7340
"2308",2016,"midland_county",155817,128996,9717,65856,12148,9108,974,7369
"2309",2017,"midland_county",159883,132316,9948,69124,13714,10622,1029,9065
"2310",2018,"midland_county",164194,138187,10784,72325,14628,11860,1132,10030
"2311",2005,"milam_county",24780,18871,2442,5390,4301,1963,681,1887
"2312",2006,"milam_county",24780,18871,2442,5390,4301,1963,681,1887
"2313",2007,"milam_county",24780,18871,2442,5390,4301,1963,681,1887
"2314",2008,"milam_county",24780,18871,2442,5390,4301,1963,681,1887
"2315",2009,"milam_county",24780,18871,2442,5390,4301,1963,681,1887
"2316",2010,"milam_county",24934,19731,2346,5539,4311,2181,822,1603
"2317",2011,"milam_county",24861,20355,2342,5674,4151,2459,761,1492
"2318",2012,"milam_county",24691,20704,2291,5807,4623,2915,1078,1413
"2319",2013,"milam_county",24503,20527,2170,5856,4617,2885,1074,1387
"2320",2014,"milam_county",24388,20437,2053,5960,4667,3349,991,1526
"2321",2015,"milam_county",24344,20039,2056,6086,4159,3073,768,1384
"2322",2016,"milam_county",24372,20167,2078,6158,3692,2588,783,1078
"2323",2017,"milam_county",24479,20629,2192,6306,3845,3104,544,1342
"2324",2018,"milam_county",24664,20849,2429,6459,3531,2972,469,1113
"2325",2005,"mills_county",5003,4888,5,1058,763,719,0,338
"2326",2006,"mills_county",5003,4888,5,1058,763,719,0,338
"2327",2007,"mills_county",5003,4888,5,1058,763,719,0,338
"2328",2008,"mills_county",5003,4888,5,1058,763,719,0,338
"2329",2009,"mills_county",5003,4888,5,1058,763,719,0,338
"2330",2010,"mills_county",4887,4781,3,930,747,718,0,306
"2331",2011,"mills_county",4884,4737,28,915,783,765,6,299
"2332",2012,"mills_county",4880,4755,28,830,761,751,4,236
"2333",2013,"mills_county",4891,4777,16,864,617,609,2,181
"2334",2014,"mills_county",4881,4790,15,773,572,566,3,127
"2335",2015,"mills_county",4875,4796,12,788,688,681,3,147
"2336",2016,"mills_county",4871,4808,15,832,678,671,4,157
"2337",2017,"mills_county",4887,4789,11,892,703,699,3,223
"2338",2018,"mills_county",4902,4818,10,968,799,796,1,226
"2339",2005,"mitchell_county",9275,6107,990,3050,999,695,67,407
"2340",2006,"mitchell_county",9275,6107,990,3050,999,695,67,407
"2341",2007,"mitchell_county",9275,6107,990,3050,999,695,67,407
"2342",2008,"mitchell_county",9275,6107,990,3050,999,695,67,407
"2343",2009,"mitchell_county",9275,6107,990,3050,999,695,67,407
"2344",2010,"mitchell_county",9342,6109,1133,3241,957,639,99,373
"2345",2011,"mitchell_county",9372,6878,1050,3318,906,621,96,491
"2346",2012,"mitchell_county",9367,7136,956,3471,977,698,71,492
"2347",2013,"mitchell_county",9388,7266,918,3530,811,638,22,449
"2348",2014,"mitchell_county",9236,7446,940,3529,744,608,7,460
"2349",2015,"mitchell_county",9169,7375,1006,3548,766,682,51,397
"2350",2016,"mitchell_county",8995,7123,970,3528,654,562,69,201
"2351",2017,"mitchell_county",8774,6886,964,3446,496,403,58,204
"2352",2018,"mitchell_county",8558,6754,941,3381,559,386,13,219
"2353",2005,"montague_county",19557,18027,20,1480,2509,2279,0,426
"2354",2006,"montague_county",19557,18027,20,1480,2509,2279,0,426
"2355",2007,"montague_county",19557,18027,20,1480,2509,2279,0,426
"2356",2008,"montague_county",19557,18027,20,1480,2509,2279,0,426
"2357",2009,"montague_county",19557,18027,20,1480,2509,2279,0,426
"2358",2010,"montague_county",19789,18429,14,1723,2609,2412,0,338
"2359",2011,"montague_county",19773,18415,35,1826,2558,2289,14,407
"2360",2012,"montague_county",19737,18797,24,1928,3087,2790,13,512
"2361",2013,"montague_county",19668,18808,30,1965,3039,2702,18,660
"2362",2014,"montague_county",19568,18705,41,1981,2835,2532,27,647
"2363",2015,"montague_county",19478,18604,28,2006,2878,2567,13,864
"2364",2016,"montague_county",19384,18537,19,2021,3066,2818,1,902
"2365",2017,"montague_county",19406,18427,41,2072,2948,2768,2,812
"2366",2018,"montague_county",19409,18398,120,2111,2711,2619,29,642
"2367",2005,"montgomery_county",411726,357569,18661,71766,44716,35857,3204,16346
"2368",2006,"montgomery_county",411726,357569,18661,71766,44716,35857,3204,16346
"2369",2007,"montgomery_county",411726,357569,18661,71766,44716,35857,3204,16346
"2370",2008,"montgomery_county",411726,357569,18661,71766,44716,35857,3204,16346
"2371",2009,"montgomery_county",411726,357569,18661,71766,44716,35857,3204,16346
"2372",2010,"montgomery_county",427717,371543,17796,82895,45961,36196,3219,18586
"2373",2011,"montgomery_county",443622,387814,18261,89361,50538,40766,3500,20778
"2374",2012,"montgomery_county",458339,402030,18758,94933,55810,44781,4021,23491
"2375",2013,"montgomery_county",472162,411304,20247,100004,58261,45702,4122,27033
"2376",2014,"montgomery_county",487028,423152,21435,105626,59302,47236,3885,27653
"2377",2015,"montgomery_county",502586,434264,17809,111408,59856,47755,3315,27415
"2378",2016,"montgomery_county",518849,448305,22986,116429,56804,45601,3627,27115
"2379",2017,"montgomery_county",535187,462530,24861,122934,54912,45519,3182,26158
"2380",2018,"montgomery_county",554445,479421,26178,131147,54526,45872,3334,24386
"2381",2005,"moore_county",20106,13028,218,10602,2539,1193,124,1858
"2382",2006,"moore_county",20106,13028,218,10602,2539,1193,124,1858
"2383",2007,"moore_county",20106,13028,218,10602,2539,1193,124,1858
"2384",2008,"moore_county",20106,13028,218,10602,2539,1193,124,1858
"2385",2009,"moore_county",20106,13028,218,10602,2539,1193,124,1858
"2386",2010,"moore_county",21102,13613,234,10914,2810,1195,106,2003
"2387",2011,"moore_county",21379,15305,305,11171,3204,1481,122,2241
"2388",2012,"moore_county",21765,16392,360,11470,3231,1865,128,2289
"2389",2013,"moore_county",22029,17632,433,11586,3363,2640,98,2393
"2390",2014,"moore_county",22172,17771,593,11653,4121,3163,123,2678
"2391",2015,"moore_county",22281,17733,657,11729,4421,3028,157,2467
"2392",2016,"moore_county",22186,16984,829,11827,3908,2717,30,2253
"2393",2017,"moore_county",22016,16845,936,11920,3677,2457,3,2071
"2394",2018,"moore_county",21801,15913,873,11973,3319,2088,2,1640
"2395",2005,"morris_county",12852,9429,2906,737,2538,1413,964,363
"2396",2006,"morris_county",12852,9429,2906,737,2538,1413,964,363
"2397",2007,"morris_county",12852,9429,2906,737,2538,1413,964,363
"2398",2008,"morris_county",12852,9429,2906,737,2538,1413,964,363
"2399",2009,"morris_county",12852,9429,2906,737,2538,1413,964,363
"2400",2010,"morris_county",13077,9337,3003,913,2168,1079,928,332
"2401",2011,"morris_county",13017,9316,3001,968,2213,1266,849,224
"2402",2012,"morris_county",12914,9093,2972,1015,2494,1280,1088,167
"2403",2013,"morris_county",12869,8915,2974,1052,2605,1148,1152,339
"2404",2014,"morris_county",12805,8900,2956,1087,2213,863,1080,289
"2405",2015,"morris_county",12700,8773,2936,1114,2346,1070,938,372
"2406",2016,"morris_county",12653,8782,3060,1108,2316,908,1031,408
"2407",2017,"morris_county",12530,8623,2972,1148,1945,796,750,428
"2408",2018,"morris_county",12424,8614,2948,1176,1999,857,842,283
"2409",2005,"motley_county",1175,1155,20,83,320,300,20,35
"2410",2006,"motley_county",1175,1155,20,83,320,300,20,35
"2411",2007,"motley_county",1175,1155,20,83,320,300,20,35
"2412",2008,"motley_county",1175,1155,20,83,320,300,20,35
"2413",2009,"motley_county",1175,1155,20,83,320,300,20,35
"2414",2010,"motley_county",1123,1103,11,109,246,235,11,25
"2415",2011,"motley_county",1030,986,17,129,222,211,11,34
"2416",2012,"motley_county",1153,1100,24,138,295,291,4,52
"2417",2013,"motley_county",1182,1120,10,189,300,283,3,51
"2418",2014,"motley_county",1172,1109,12,201,169,150,4,52
"2419",2015,"motley_county",1071,1016,13,161,181,158,4,65
"2420",2016,"motley_county",1022,978,3,114,158,130,3,56
"2421",2017,"motley_county",1114,968,39,182,136,105,0,26
"2422",2018,"motley_county",1156,1000,19,224,111,93,0,21
"2423",2005,"nacogdoches_county",62608,48785,10278,9541,12930,9143,2859,2746
"2424",2006,"nacogdoches_county",62608,48785,10278,9541,12930,9143,2859,2746
"2425",2007,"nacogdoches_county",62608,48785,10278,9541,12930,9143,2859,2746
"2426",2008,"nacogdoches_county",62608,48785,10278,9541,12930,9143,2859,2746
"2427",2009,"nacogdoches_county",62608,48785,10278,9541,12930,9143,2859,2746
"2428",2010,"nacogdoches_county",63141,48099,11427,10353,14317,9098,4233,3937
"2429",2011,"nacogdoches_county",63872,48746,11744,10861,13949,8946,4053,4103
"2430",2012,"nacogdoches_county",64647,49059,12079,11293,14537,9424,4174,4521
"2431",2013,"nacogdoches_county",65085,49649,12041,11653,15174,10017,4095,4926
"2432",2014,"nacogdoches_county",65322,49815,11986,11867,14480,9628,3833,4502
"2433",2015,"nacogdoches_county",65531,49909,12016,12092,14752,9811,3888,4390
"2434",2016,"nacogdoches_county",65556,49786,11851,12238,14631,9436,4040,4204
"2435",2017,"nacogdoches_county",65411,49852,11603,12372,14894,9423,3967,4418
"2436",2018,"nacogdoches_county",65558,49751,11677,12565,14631,8841,4303,3724
"2437",2005,"navarro_county",48847,35206,7891,10716,9374,5485,2315,3457
"2438",2006,"navarro_county",48847,35206,7891,10716,9374,5485,2315,3457
"2439",2007,"navarro_county",48847,35206,7891,10716,9374,5485,2315,3457
"2440",2008,"navarro_county",48847,35206,7891,10716,9374,5485,2315,3457
"2441",2009,"navarro_county",48847,35206,7891,10716,9374,5485,2315,3457
"2442",2010,"navarro_county",47483,35112,7375,10579,9046,5608,2120,3516
